Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier
ORD1627,CUST291, Electronics ,upi,1700.16,30,5,5.0,3.0,No,Tier 2
ORD1628,CUST290,Home,Credit Card,408.79,30,7,,2.0,No,Tier 2
ORD1629,CUST168,Fashion,COD,1431.78,5,4,3.0,4.0,Yes,Tier 1
ORD1630,CUST121,Home,UPI,2476.19,30,6,10.0,2.0,No,Tier 1
ORD1631,CUST192,Beauty,UPI,2049.02,20,3,4.0,4.0,No,Tier 2
ORD1632,CUST346,Fashion,,483.27,20,7,10.0,,Yes,Tier 3
ORD1633,CUST294,Books,Debit Card,5586.0,10,6,9.0,,No,Tier 3
ORD1634,CUST175,Home,Credit Card,1093.52,30,7,10.0,3.0,No,Tier 3
ORD1635,CUST253,Fashion,UPI,459.79,0,2,10.0,4.0,No,Tier 2
ORD1636,CUST243,Home,Credit Card,498.03,0,3,14.0,4.0,No,Tier 2
ORD1637,CUST278,Fashion,COD,355.1,10,2,12.0,5.0,No,Tier 3
ORD1638,CUST328,Electronics,COD,2640.78,10,3,1.0,3.0,No,Tier 2
ORD1639,CUST185,Home,Debit Card,395.22,10,6,2.0,1.0,No,Tier 1
ORD1640,CUST284,Books,Credit Card,400.51,0,5,,3.0,No,Tier 2
ORD1641,CUST128,Books,Credit Card,3050.4,20,7,3.0,4.0,No,Tier 3
ORD1642,CUST305,Beauty,Debit Card,833.77,10,7,2.0,4.0,Yes,Tier 1
ORD1643,CUST319,Fashion,UPI,247.02,5,4,1.0,5.0,No,Tier 3
ORD1644,CUST168,Home,Credit Card,279.94,50,2,10.0,5.0,No,Tier 1
ORD1645,CUST146,Beauty,Debit Card,430.02,10,7,3.0,3.0,Yes,Tier 2
ORD1646,CUST340,Home,upi,560.04,50,6,1.0,4.0,Yes,Tier 2
ORD1647,CUST193,Fashion,Debit Card,1841.09,15,5,12.0,2.0,No,Tier 2
ORD1648,CUST337,Books,Debit Card,456.76,10,6,1.0,5.0,No,Tier 1
ORD1649,CUST289,Electronics,upi,389.83,0,2,12.0,,Yes,Tier 3
ORD1650,CUST343,Books,Credit Card,2370.46,30,4,1.0,,No,Tier 2
ORD1651,CUST296,Beauty,UPI,1867.8,10,7,8.0,5.0,No,Tier 1
ORD1652,CUST303,Electronics,upi,1057.26,30,6,3.0,3.0,No,Tier 2
ORD1653,CUST243,Beauty,Credit Card,1395.46,15,3,11.0,1.0,No,Tier 1
ORD1654,CUST317,Fashion,Debit Card,760.91,5,5,1.0,4.0,No,Tier 1
ORD1655,CUST317,Electronics,UPI,1188.12,30,6,7.0,,No,Tier 1
ORD1656,CUST275,Beauty,UPI,1259.87,50,5,10.0,3.0,No,Tier 3
ORD1657,CUST184,Fashion,Debit Card,934.67,20,7,3.0,1.0,No,Tier 2
ORD1658,CUST138,Books,upi,3755.85,10,3,8.0,5.0,No,Tier 2
ORD1659,CUST199,Fashion,COD,224.29,15,4,4.0,2.0,No,Tier 1
ORD1660,CUST132,Home,Credit Card,2486.07,15,4,4.0,4.0,No,Tier 1
ORD1661,CUST321,Fashion,COD,399.24,30,3,5.0,5.0,Yes,Tier 3
ORD1662,CUST200,Fashion,Credit Card,2595.87,5,5,6.0,3.0,Yes,Tier 2
ORD1663,CUST122,Home,UPI,1635.33,0,7,7.0,2.0,No,Tier 3
ORD1664,CUST349,Beauty,UPI,2979.92,10,6,14.0,5.0,No,Tier 1
ORD1665,CUST109,Beauty,UPI,353.9,15,3,14.0,4.0,No,Tier 1
ORD1666,CUST345, Fashion ,UPI,1428.0,5,2,4.0,,No,Tier 3
ORD1667,CUST168,Home,upi,1242.99,20,5,8.0,4.0,No,Tier 2
ORD1668,CUST199,Home,Debit Card,2037.25,15,4,13.0,2.0,Yes,Tier 1
ORD1669,CUST133,Books,Debit Card,1346.29,5,3,6.0,5.0,Yes,Tier 1
ORD1670,CUST279,Beauty,Credit Card,1367.19,0,4,14.0,4.0,No,Tier 3
ORD1671,CUST322,Electronics,upi,1042.12,0,5,1.0,3.0,No,Tier 2
ORD1672,CUST237,Beauty,upi,754.06,15,4,1.0,5.0,No,Tier 2
ORD1673,CUST349,Beauty,COD,1187.44,50,3,9.0,3.0,No,Tier 1
ORD1674,CUST246,Books,Credit Card,389.18,15,5,10.0,3.0,No,Tier 1
ORD1675,CUST285,Electronics,Credit Card,5086.17,30,2,6.0,2.0,No,Tier 3
ORD1676,CUST195,Books,Credit Card,2079.8,10,3,10.0,4.0,No,Tier 1
ORD1677,CUST100,Electronics,Credit Card,4769.5,5,6,8.0,4.0,No,Tier 2
ORD1678,CUST347,Fashion,UPI,585.69,15,7,13.0,4.0,No,Tier 3
ORD1679,CUST168,Electronics,upi,3372.18,10,3,7.0,5.0,Yes,Tier 1
ORD1680,CUST336,Books,UPI,2681.57,30,5,12.0,,Yes,Tier 1
ORD1681,CUST103,Beauty,Credit Card,1895.86,10,7,6.0,3.0,Yes,Tier 2
ORD1682,CUST115,Electronics,,1671.36,15,3,4.0,2.0,No,Tier 2
ORD1683,CUST123,Electronics,Credit Card,770.9,0,2,7.0,1.0,No,Tier 2
ORD1684,CUST179,Home,Credit Card,2742.58,5,2,9.0,3.0,No,Tier 1
ORD1685,CUST346,Beauty,,1244.27,5,6,14.0,5.0,Yes,Tier 2
ORD1686,CUST101,Fashion,Credit Card,310.29,0,4,11.0,5.0,No,Tier 2
ORD1687,CUST340,Books,COD,762.83,50,7,10.0,5.0,No,Tier 2
ORD1688,CUST319,Fashion,upi,4306.92,15,5,10.0,3.0,No,Tier 1
ORD1689,CUST227,Beauty,UPI,3052.5,5,5,14.0,4.0,No,
ORD1690,CUST259,Electronics,UPI,6218.24,15,4,7.0,4.0,No,Tier 3
ORD1691,CUST318,Electronics,COD,1683.27,30,2,1.0,2.0,No,Tier 2
ORD1692,CUST183, Beauty ,,626.55,15,2,10.0,4.0,No,Tier 2
ORD1693,CUST251,Electronics,Credit Card,466.57,10,3,9.0,,No,Tier 2
ORD1694,CUST239,Electronics,COD,510.38,0,6,13.0,4.0,No,Tier 3
ORD1695,CUST277,Electronics,Credit Card,229.99,50,7,4.0,5.0,Yes,Tier 3
ORD1696,CUST262,,Debit Card,943.12,15,6,3.0,4.0,No,Tier 1
ORD1697,CUST223,Books,UPI,518.73,50,6,4.0,2.0,Yes,Tier 1
ORD1698,CUST132,Home,UPI,995.66,50,3,4.0,4.0,No,Tier 1
ORD1699,CUST260,Fashion,UPI,4299.92,30,6,13.0,3.0,No,Tier 1
ORD1700,CUST288,Beauty,COD,1044.6,20,4,10.0,1.0,No,Tier 1
ORD1701,CUST278,Beauty,Credit Card,3355.41,0,3,11.0,4.0,No,Tier 3
ORD1702,CUST270,Beauty,Credit Card,1595.22,50,4,2.0,5.0,No,Tier 1
ORD1703,CUST200,Home,,625.8,5,3,14.0,4.0,No,Tier 2
ORD1704,CUST111, Books ,UPI,859.75,10,6,12.0,4.0,No,Tier 2
ORD1705,CUST166,Home,Credit Card,331.48,5,4,14.0,5.0,No,Tier 1
ORD1706,CUST164,Beauty,COD,808.49,30,4,1.0,5.0,Yes,Tier 3
ORD1707,CUST260,Fashion,UPI,1897.67,30,4,12.0,5.0,No,Tier 3
ORD1708,CUST267,Electronics,,312.26,5,3,10.0,3.0,No,Tier 2
ORD1709,CUST173,Books,COD,544.88,0,5,12.0,,No,Tier 1
ORD1710,CUST142,Books,Debit Card,920.54,5,6,1.0,3.0,No,
ORD1711,CUST143,Home,UPI,6230.21,15,4,13.0,4.0,No,Tier 2
ORD1712,CUST128,Books,upi,2504.71,5,7,14.0,1.0,No,Tier 1
ORD1713,CUST240,Beauty,Credit Card,2183.5,10,5,8.0,4.0,No,Tier 2
ORD1714,CUST111,Beauty,,385.27,10,7,14.0,3.0,No,Tier 3
ORD1715,CUST194,Home,Credit Card,2478.0,20,6,2.0,4.0,No,Tier 1
ORD1716,CUST145,Beauty,UPI,2507.55,10,6,12.0,4.0,No,Tier 3
ORD1717,CUST229,Fashion,UPI,1578.58,5,4,10.0,3.0,No,Tier 1
ORD1718,CUST342, Home ,upi,7163.03,10,4,5.0,4.0,No,Tier 3
ORD1719,CUST341,Fashion,,790.13,0,3,12.0,5.0,No,Tier 1
ORD1720,CUST134,Electronics,Credit Card,4452.27,50,5,4.0,,No,Tier 2
ORD1721,CUST314,Fashion,Credit Card,3892.92,10,5,8.0,3.0,No,Tier 1
ORD1722,CUST180,Electronics,Debit Card,217.32,15,4,2.0,5.0,No,Tier 3
ORD1723,CUST189,Electronics,UPI,1097.07,0,6,10.0,5.0,No,Tier 2
ORD1724,CUST107,Fashion,Credit Card,5865.2,20,4,9.0,4.0,Yes,Tier 1
ORD1725,CUST192,Home,Debit Card,363.25,15,6,7.0,1.0,No,Tier 2
ORD1726,CUST253,Beauty,UPI,1390.4,5,6,13.0,5.0,No,Tier 1
ORD1727,CUST301,Beauty,upi,5991.82,50,4,7.0,,No,Tier 2
ORD1728,CUST189,Electronics,Credit Card,1416.19,5,2,1.0,4.0,No,Tier 3
ORD1729,CUST261,Electronics,UPI,515.74,50,5,14.0,4.0,No,Tier 1
ORD1730,CUST214,Home,UPI,1509.07,50,7,12.0,4.0,No,Tier 1
ORD1731,CUST204,Books,COD,543.06,5,6,2.0,3.0,No,Tier 1
ORD1732,CUST234,Fashion,UPI,1300.03,15,6,4.0,5.0,No,Tier 2
ORD1733,CUST295,Electronics,Debit Card,315.39,15,2,4.0,5.0,No,Tier 1
ORD1734,CUST157,Beauty,Credit Card,1595.14,50,7,11.0,3.0,No,Tier 1
ORD1735,CUST344,Home,COD,1290.96,15,3,14.0,5.0,No,Tier 1
ORD1736,CUST213,Fashion,UPI,2221.54,50,2,3.0,3.0,No,Tier 1
ORD1737,CUST336,Home,Credit Card,1694.22,50,7,7.0,,No,Tier 3
ORD1738,CUST174, Fashion ,Debit Card,1396.45,0,2,12.0,4.0,Yes,Tier 1
ORD1739,CUST256,Fashion,Credit Card,1955.7,30,6,8.0,3.0,No,Tier 2
ORD1740,CUST219,Electronics,Credit Card,433.13,0,5,2.0,4.0,No,Tier 2
ORD1741,CUST263,Home,COD,1557.13,5,2,4.0,4.0,No,Tier 2
ORD1742,CUST316, Home ,UPI,483.31,30,3,14.0,2.0,No,Tier 1
ORD1743,CUST120,,Debit Card,4095.88,10,4,3.0,4.0,No,Tier 2
ORD1744,CUST348,Beauty,Credit Card,306.17,5,7,2.0,4.0,No,
ORD1745,CUST263,Electronics,COD,1044.16,20,2,12.0,5.0,No,Tier 1
ORD1746,CUST237,,Credit Card,1985.09,0,2,13.0,1.0,No,Tier 1
ORD1747,CUST200,Books,UPI,1118.8,15,3,14.0,4.0,No,Tier 1
ORD1748,CUST300,Beauty,upi,344.92,0,5,6.0,2.0,No,Tier 1
ORD1749,CUST251,Fashion,COD,1409.07,15,2,13.0,5.0,Yes,Tier 1
ORD1750,CUST291, Home ,UPI,1739.29,30,2,4.0,2.0,Yes,Tier 2
ORD1751,CUST326,Electronics,UPI,2025.04,20,5,6.0,,Yes,Tier 1
ORD1752,CUST276,,COD,900.83,30,3,2.0,5.0,No,Tier 2
ORD1753,CUST198,Home,UPI,1444.0,20,7,12.0,4.0,No,Tier 2
ORD1754,CUST339,Books,COD,1098.63,0,7,4.0,4.0,Yes,Tier 2
ORD1755,CUST135,Beauty,COD,1872.37,15,2,11.0,3.0,No,Tier 2
ORD1756,CUST309,Electronics,Credit Card,1514.01,30,5,6.0,3.0,Yes,Tier 1
ORD1757,CUST340,Home,Credit Card,1319.05,20,2,14.0,5.0,No,Tier 3
ORD1758,CUST330,Electronics,Debit Card,630.57,50,4,5.0,,No,Tier 2
ORD1759,CUST195,Fashion,Credit Card,203.03,5,7,3.0,1.0,No,Tier 2
ORD1760,CUST251,Books,Credit Card,486.89,5,6,8.0,4.0,No,Tier 3
ORD1761,CUST250,Fashion,,386.76,30,4,7.0,5.0,No,Tier 1
ORD1762,CUST289, Electronics ,UPI,1094.26,15,2,3.0,4.0,No,Tier 1
ORD1763,CUST323,Electronics,COD,1621.12,50,3,6.0,2.0,No,Tier 2
ORD1764,CUST136,Beauty,UPI,559.45,30,7,,3.0,No,Tier 2
ORD1765,CUST111, Home ,UPI,4396.73,0,6,11.0,3.0,Yes,Tier 3
ORD1766,CUST212,Home,Credit Card,210.06,20,4,5.0,5.0,Yes,Tier 3
ORD1767,CUST282, Fashion ,UPI,2419.6,0,7,11.0,4.0,No,Tier 1
ORD1768,CUST112,Books,Credit Card,1672.06,5,5,5.0,4.0,No,Tier 1
ORD1769,CUST122,Home,UPI,901.54,20,3,7.0,,No,Tier 1
ORD1770,CUST316,Beauty,COD,277.71,30,4,11.0,4.0,No,Tier 1
ORD1771,CUST198,Fashion,UPI,1681.22,0,5,5.0,5.0,No,Tier 2
ORD1772,CUST204,Fashion,UPI,930.7,10,2,11.0,4.0,No,Tier 2
ORD1773,CUST129,Beauty,UPI,4329.58,15,5,3.0,3.0,No,Tier 2
ORD1774,CUST116,Books,Credit Card,1371.3,50,4,10.0,,No,Tier 1
ORD1775,CUST212,Beauty,UPI,4411.43,50,4,5.0,4.0,No,Tier 1
ORD1776,CUST161, Books ,Credit Card,573.62,15,2,7.0,3.0,No,Tier 1
ORD1777,CUST183,Beauty,Credit Card,2140.44,10,5,5.0,4.0,No,Tier 3
ORD1778,CUST211,Beauty,Credit Card,1640.56,5,5,5.0,2.0,No,Tier 1
ORD1779,CUST316,Electronics,UPI,2217.2,20,2,9.0,4.0,No,Tier 3
ORD1780,CUST185,Fashion,COD,562.47,15,5,3.0,5.0,Yes,Tier 2
ORD1781,CUST240,Beauty,Credit Card,1840.41,10,7,13.0,,Yes,Tier 2
ORD1782,CUST286,Beauty,UPI,1233.85,30,2,6.0,,No,
ORD1783,CUST118,Home,Debit Card,2237.0,50,3,1.0,2.0,No,Tier 2
ORD1784,CUST276,Fashion,Credit Card,794.11,10,4,10.0,4.0,No,Tier 2
ORD1785,CUST199,Home,COD,3511.69,5,3,5.0,1.0,No,Tier 2
ORD1786,CUST239,Fashion,UPI,332.1,5,7,8.0,5.0,No,Tier 1
ORD1787,CUST288, Home ,UPI,2669.07,0,7,5.0,4.0,No,Tier 2
ORD1788,CUST332,Beauty,UPI,3163.38,15,6,9.0,4.0,Yes,Tier 2
ORD1789,CUST246,Beauty,Credit Card,2749.47,0,6,11.0,5.0,No,Tier 1
ORD1790,CUST175, Electronics ,Debit Card,1278.39,50,6,6.0,4.0,No,Tier 1
ORD1791,CUST108,Home,UPI,1065.41,10,2,8.0,4.0,Yes,Tier 3
ORD1792,CUST298,Books,COD,8583.92,20,5,10.0,,No,Tier 1
ORD1793,CUST127,Electronics,Credit Card,590.43,20,7,8.0,,No,Tier 1
ORD1794,CUST305,Home,UPI,1387.38,5,3,,3.0,No,Tier 1
ORD1795,CUST322,Home,UPI,1866.07,20,3,3.0,4.0,No,Tier 2
ORD1796,CUST227, Electronics ,Credit Card,2010.3,20,3,7.0,,No,Tier 1
ORD1797,CUST151,Beauty,UPI,542.28,50,3,14.0,1.0,No,Tier 2
ORD1798,CUST182,Home,Debit Card,1791.95,20,6,7.0,4.0,No,Tier 1
ORD1799,CUST349,,COD,2758.67,10,3,14.0,2.0,No,Tier 1
ORD1800,CUST210,Electronics,UPI,276.97,20,5,10.0,4.0,No,Tier 2
ORD1801,CUST243, Beauty ,COD,3837.49,30,6,12.0,1.0,No,Tier 1
ORD1802,CUST216,Fashion,upi,244.92,20,3,6.0,4.0,Yes,Tier 3
ORD1803,CUST168,Books,COD,860.02,20,2,12.0,3.0,Yes,Tier 1
ORD1804,CUST198,Home,Credit Card,223.91,0,4,7.0,4.0,No,Tier 1
ORD1805,CUST239,Books,Debit Card,320.43,10,4,14.0,,Yes,Tier 1
ORD1806,CUST124,Beauty,UPI,3831.52,5,4,2.0,5.0,No,Tier 1
ORD1807,CUST279,Home,upi,857.43,0,6,9.0,5.0,No,Tier 3
ORD1808,CUST222,Beauty,UPI,1029.48,15,3,10.0,4.0,No,Tier 3
ORD1809,CUST312,Fashion,Credit Card,563.77,10,7,10.0,1.0,No,Tier 1
ORD1810,CUST327,Electronics,Debit Card,1563.58,30,7,1.0,3.0,No,Tier 2
ORD1811,CUST152,Home,UPI,1555.07,10,7,1.0,,No,Tier 2
ORD1812,CUST250,Fashion,upi,898.3,15,6,3.0,4.0,Yes,Tier 1
ORD1813,CUST243,,upi,807.53,15,5,14.0,2.0,Yes,Tier 1
ORD1814,CUST156, Home ,Debit Card,3443.77,15,2,3.0,5.0,No,Tier 3
ORD1815,CUST138,Beauty,Credit Card,925.02,50,2,1.0,3.0,No,Tier 3
ORD1816,CUST208,Fashion,Debit Card,1220.35,5,4,12.0,3.0,Yes,Tier 3
ORD1817,CUST280,Books,,699.66,20,4,7.0,,No,Tier 2
ORD1818,CUST141,Fashion,,2518.07,10,7,4.0,5.0,No,Tier 2
ORD1819,CUST285,Beauty,COD,959.87,50,7,10.0,4.0,No,Tier 1
ORD1820,CUST266,Beauty,Credit Card,1281.12,20,4,13.0,,No,Tier 1
ORD1821,CUST241,Books,UPI,638.25,20,3,,5.0,No,Tier 1
ORD1822,CUST322,Fashion,upi,6792.31,30,5,10.0,5.0,Yes,Tier 2
ORD1823,CUST221, Beauty ,UPI,716.9,15,5,5.0,1.0,No,Tier 2
ORD1824,CUST232,Home,Credit Card,2409.36,5,5,6.0,2.0,No,Tier 3
ORD1825,CUST262,Electronics,upi,1036.6,30,5,9.0,4.0,No,Tier 3
ORD1826,CUST314,Electronics,Credit Card,546.42,0,4,4.0,5.0,No,Tier 3
ORD1827,CUST320,Electronics,COD,2612.05,50,2,2.0,4.0,No,Tier 3
ORD1828,CUST334, Fashion ,upi,808.81,50,4,5.0,3.0,No,Tier 1
ORD1829,CUST174,Books,,3205.87,5,5,3.0,2.0,No,Tier 2
ORD1830,CUST245,Beauty,Debit Card,3902.2,20,4,2.0,5.0,No,Tier 2
ORD1831,CUST338,Home,UPI,3147.28,50,5,12.0,3.0,No,Tier 1
ORD1832,CUST175,Home,Credit Card,253.45,5,6,1.0,4.0,No,Tier 3
ORD1833,CUST108,Fashion,COD,2522.33,50,7,10.0,1.0,No,Tier 3
ORD1834,CUST173, Electronics ,COD,994.86,50,2,2.0,2.0,No,Tier 1
ORD1835,CUST285,Fashion,UPI,3303.92,15,6,6.0,5.0,No,Tier 1
ORD1836,CUST335,Books,Credit Card,1723.98,0,3,8.0,5.0,No,Tier 2
ORD1837,CUST244,Books,Credit Card,2890.43,15,4,13.0,4.0,No,Tier 2
ORD1838,CUST329,Beauty,Credit Card,1238.02,0,3,3.0,3.0,No,Tier 3
ORD1839,CUST106,Beauty,Debit Card,1348.66,50,4,11.0,5.0,Yes,Tier 1
ORD1840,CUST273,Books,UPI,433.91,30,7,,3.0,Yes,Tier 1
ORD1841,CUST240,Books,upi,2498.63,20,6,12.0,4.0,No,Tier 1
ORD1842,CUST267,Books,Debit Card,1015.51,50,7,9.0,,No,Tier 1
ORD1843,CUST269,Fashion,Credit Card,1239.96,0,5,2.0,3.0,No,Tier 1
ORD1844,CUST236,Books,Debit Card,2506.36,0,7,8.0,,No,Tier 3
ORD1845,CUST277,Home,UPI,1570.11,0,7,10.0,3.0,Yes,Tier 1
ORD1846,CUST126,Electronics,UPI,536.78,50,5,11.0,4.0,No,Tier 1
ORD1847,CUST221,Books,Debit Card,1538.25,5,4,12.0,4.0,No,Tier 1
ORD1848,CUST293,Electronics,COD,985.44,30,5,5.0,,Yes,Tier 1
ORD1849,CUST104,Fashion,COD,1150.98,5,6,4.0,3.0,No,Tier 3
ORD1850,CUST128,Electronics,Credit Card,243.08,20,7,10.0,4.0,No,Tier 2
ORD1851,CUST264,Fashion,Credit Card,553.64,50,5,5.0,,No,Tier 2
ORD1852,CUST265,Home,Debit Card,694.92,0,7,4.0,4.0,No,Tier 1
ORD1853,CUST182,Fashion,Credit Card,2072.2,30,6,8.0,4.0,No,Tier 1
ORD1854,CUST235,Fashion,UPI,217.34,30,3,4.0,3.0,No,Tier 2
ORD1855,CUST339,Beauty,Credit Card,988.34,10,6,13.0,5.0,No,Tier 1
ORD1856,CUST208,Books,Debit Card,4066.06,20,2,,1.0,Yes,Tier 3
ORD1857,CUST164, Books ,,377.97,30,2,12.0,1.0,No,Tier 1
ORD1858,CUST185,Home,,1289.82,50,2,13.0,4.0,No,Tier 2
ORD1859,CUST343,Home,upi,2516.33,0,7,14.0,4.0,No,Tier 1
ORD1860,CUST244, Books ,Credit Card,4484.77,0,4,6.0,,No,Tier 2
ORD1861,CUST170,Beauty,Credit Card,2260.22,30,4,2.0,,No,Tier 3
ORD1862,CUST316,Books,UPI,2112.48,5,4,5.0,5.0,No,Tier 2
ORD1863,CUST144,Beauty,COD,2827.26,20,7,6.0,5.0,Yes,Tier 2
ORD1864,CUST231,Home,Credit Card,1086.43,0,6,5.0,5.0,No,Tier 3
ORD1865,CUST135, Electronics ,UPI,2658.64,30,4,12.0,2.0,No,Tier 2
ORD1866,CUST169,Home,Credit Card,211.99,0,3,2.0,5.0,No,Tier 1
ORD1867,CUST258,Home,COD,4076.65,30,2,14.0,3.0,No,Tier 1
ORD1868,CUST118,Fashion,UPI,1078.61,20,6,7.0,4.0,No,Tier 2
ORD1869,CUST288,Fashion,COD,1409.07,30,2,4.0,5.0,No,Tier 2
ORD1870,CUST207,Fashion,upi,641.32,10,4,8.0,4.0,No,Tier 1
ORD1871,CUST281,Fashion,Credit Card,2235.28,30,6,7.0,5.0,No,Tier 1
ORD1872,CUST266,Beauty,COD,319.6,30,5,7.0,3.0,No,Tier 3
ORD1873,CUST190,Books,Credit Card,3291.06,50,3,9.0,4.0,No,Tier 1
ORD1874,CUST301,Electronics,COD,2841.41,20,4,,2.0,No,Tier 1
ORD1875,CUST189,Home,Debit Card,565.13,50,4,10.0,4.0,No,Tier 1
ORD1876,CUST118,Beauty,COD,2685.77,30,3,6.0,5.0,No,Tier 3
ORD1877,CUST138,Electronics,Credit Card,2515.18,20,3,6.0,4.0,Yes,Tier 1
ORD1878,CUST225,Beauty,Credit Card,1700.39,10,5,,3.0,No,Tier 2
ORD1879,CUST294,Beauty,UPI,901.46,20,4,13.0,1.0,No,Tier 1
ORD1880,CUST272,Home,UPI,675.15,0,7,12.0,2.0,Yes,Tier 2
ORD1881,CUST240,Books,Credit Card,595.53,50,4,6.0,4.0,Yes,Tier 3
ORD1882,CUST341,Fashion,UPI,775.43,20,2,,,No,Tier 1
ORD1883,CUST319,Books,Credit Card,3708.23,10,6,10.0,3.0,No,Tier 2
ORD1884,CUST225, Home ,UPI,321.23,15,6,7.0,5.0,Yes,Tier 1
ORD1885,CUST157,Home,COD,2848.01,30,2,14.0,5.0,Yes,Tier 1
ORD1886,CUST247,,UPI,843.62,20,6,10.0,4.0,No,Tier 3
ORD1887,CUST319,Electronics,Credit Card,1305.96,30,3,6.0,5.0,Yes,Tier 1
ORD1888,CUST299,Books,UPI,2573.36,5,6,1.0,5.0,No,Tier 2
ORD1889,CUST160,Books,Credit Card,3436.12,0,6,3.0,3.0,No,Tier 1
ORD1890,CUST226,Beauty,upi,834.18,50,2,2.0,3.0,No,Tier 1
ORD1891,CUST204,Beauty,Credit Card,1129.41,0,5,6.0,1.0,No,Tier 1
ORD1892,CUST266,Beauty,Debit Card,1002.97,5,6,8.0,,No,Tier 2
ORD1893,CUST100,Home,upi,220.01,5,7,3.0,,No,Tier 2
ORD1894,CUST230,Books,COD,726.34,50,6,10.0,5.0,No,Tier 2
ORD1895,CUST304,Home,Debit Card,1122.03,20,5,8.0,2.0,Yes,Tier 1
ORD1896,CUST191,Electronics,COD,994.23,5,2,8.0,4.0,No,Tier 1
ORD1897,CUST289,Beauty,upi,2119.82,15,5,5.0,2.0,No,Tier 2
ORD1898,CUST348,Home,Debit Card,928.72,30,2,,1.0,Yes,Tier 3
ORD1899,CUST290,Home,,1208.18,30,3,6.0,4.0,Yes,Tier 1
ORD1900,CUST212,Electronics,Debit Card,1042.15,10,2,5.0,,No,Tier 2
ORD1901,CUST252,,UPI,2224.23,5,3,,,No,Tier 1
ORD1902,CUST155,Books,,3181.36,5,3,14.0,5.0,No,Tier 2
ORD1903,CUST260,Fashion,UPI,1338.58,15,2,7.0,2.0,No,Tier 3
ORD1904,CUST265,Beauty,Credit Card,2536.92,0,7,8.0,3.0,No,Tier 3
ORD1905,CUST216,Home,Credit Card,728.14,0,4,1.0,4.0,No,Tier 2
ORD1906,CUST233,Electronics,Credit Card,1369.27,30,2,11.0,5.0,No,Tier 1
ORD1907,CUST157,Electronics,Credit Card,835.21,30,6,2.0,5.0,Yes,Tier 3
ORD1908,CUST143,Books,Credit Card,1002.17,20,7,8.0,4.0,No,Tier 2
ORD1909,CUST272,Fashion,UPI,2177.47,50,7,12.0,4.0,No,Tier 1
ORD1910,CUST259,Books,Credit Card,3401.32,15,6,9.0,1.0,No,Tier 2
ORD1911,CUST272,Home,,394.3,50,4,4.0,3.0,No,Tier 3
ORD1912,CUST160, Books ,Credit Card,1710.31,50,7,12.0,4.0,Yes,
ORD1913,CUST146,Electronics,Credit Card,1508.93,10,3,10.0,2.0,No,Tier 1
ORD1914,CUST248,Electronics,Debit Card,389.05,50,4,11.0,4.0,Yes,Tier 2
ORD1915,CUST179, Beauty ,UPI,557.18,10,6,10.0,5.0,No,Tier 3
ORD1916,CUST217,Beauty,Credit Card,758.78,50,4,14.0,4.0,No,Tier 1
ORD1917,CUST312,Home,COD,473.96,15,2,9.0,2.0,No,Tier 2
ORD1918,CUST302,Fashion,COD,619.03,10,4,4.0,3.0,Yes,Tier 2
ORD1919,CUST328, Books ,UPI,667.14,0,3,10.0,4.0,No,Tier 1
ORD1920,CUST263,Home,UPI,813.47,10,2,10.0,4.0,No,Tier 1
ORD1921,CUST326,,upi,2275.79,10,5,10.0,4.0,No,Tier 2
ORD1922,CUST246,Books,Debit Card,1472.64,15,6,9.0,4.0,No,Tier 3
ORD1923,CUST119, Beauty ,UPI,6629.71,15,6,11.0,4.0,No,Tier 2
ORD1924,CUST284,Books,COD,1003.54,10,4,7.0,5.0,No,Tier 2
ORD1925,CUST245, Fashion ,Credit Card,2302.81,5,7,,4.0,No,Tier 1
ORD1926,CUST146,Home,UPI,3277.37,15,2,9.0,5.0,No,Tier 1
ORD1927,CUST332,Books,Credit Card,1904.37,20,5,4.0,4.0,No,Tier 2
ORD1928,CUST148,Electronics,COD,996.2,20,2,8.0,2.0,No,Tier 1
ORD1929,CUST113,Electronics,UPI,2301.17,0,6,14.0,4.0,No,Tier 3
ORD1930,CUST242,Books,Debit Card,541.61,50,2,7.0,4.0,Yes,Tier 1
ORD1931,CUST258,Books,Credit Card,795.25,10,5,13.0,,No,Tier 1
ORD1932,CUST100,Books,Credit Card,1386.75,5,7,7.0,5.0,No,Tier 1
ORD1933,CUST216,Electronics,UPI,1484.94,0,4,8.0,,No,Tier 3
ORD1934,CUST153,Electronics,Debit Card,233.59,10,3,1.0,,No,Tier 1
ORD1935,CUST217,Books,UPI,4553.75,15,2,5.0,4.0,No,Tier 1
ORD1936,CUST102,Beauty,Credit Card,1989.19,20,3,,4.0,No,Tier 1
ORD1937,CUST243,Beauty,COD,1226.89,30,6,2.0,4.0,No,Tier 3
ORD1938,CUST314,Fashion,Credit Card,4257.45,5,4,1.0,,No,Tier 1
ORD1939,CUST284,Home,upi,1067.31,30,4,5.0,5.0,No,Tier 1
ORD1940,CUST302,Beauty,Credit Card,6101.06,20,2,2.0,2.0,Yes,Tier 1
ORD1941,CUST111,Electronics,Debit Card,1277.04,50,7,4.0,5.0,Yes,Tier 2
