Order_ID,Customer_ID,Category,Payment_Method,Order_Value,Discount_Percent,Est_Delivery_Days,Actual_Delivery_Days,Customer_Rating,Returned,City_Tier,Delivery_Delay,Fulfillment_Status,High_Value_Order,Net_Revenue,Customer_Segmentation
ORD1404,CUST262,Books,CREDIT CARD,1387.67,50,3,7.0,2.0,No,Tier 2,4.0,Severe Delay,Normal Order,693.84,Standard Order
ORD1405,CUST307,Electronics,CREDIT CARD,2855.85,0,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,2855.85,Loyal & Satisfied
ORD1406,CUST288, Electronics ,COD,1597.66,0,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,1597.66,Loyal & Satisfied
ORD1407,CUST268,Books,CREDIT CARD,716.15,50,2,7.0,4.0,Yes,Tier 3,5.0,Severe Delay,Normal Order,358.08,High Risk Transaction
ORD1408,CUST327,Books,CREDIT CARD,548.08,50,3,7.0,5.0,No,Tier 3,4.0,Severe Delay,Normal Order,274.04,Standard Order
ORD1409,CUST260,Beauty,DEBIT CARD,447.89,50,6,7.0,3.0,No,Tier 1,1.0,Unknown Status,Normal Order,223.94,Standard Order
ORD1410,CUST167,Electronics,DEBIT CARD,3645.73,5,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,Normal Order,3463.44,Loyal & Satisfied
ORD1411,CUST132,Electronics,DEBIT CARD,2057.51,0,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,2057.51,Loyal & Satisfied
ORD1412,CUST241,Beauty,CREDIT CARD,4355.97,50,6,7.0,2.0,No,Tier 1,1.0,Unknown Status,Normal Order,2177.98,Standard Order
ORD1414,CUST147,Home,CREDIT CARD,1161.97,20,2,7.0,4.0,No,Tier 3,5.0,Severe Delay,Normal Order,929.58,Standard Order
ORD1415,CUST247,Home,CREDIT CARD,292.36,5,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,277.74,Standard Order
ORD1416,CUST347,Beauty,DEBIT CARD,1870.48,0,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,1870.48,Loyal & Satisfied
ORD1420,CUST294, Home ,UPI,1334.89,5,5,7.0,3.0,No,Tier 2,2.0,Unknown Status,Normal Order,1268.15,Standard Order
ORD1422,CUST227,Electronics,UPI,1751.73,15,5,7.0,5.0,No,Tier 3,2.0,Unknown Status,Normal Order,1488.97,Loyal & Satisfied
ORD1423,CUST132,Home,UPI,1435.89,0,6,7.0,4.0,No,Tier 2,1.0,Unknown Status,Normal Order,1435.89,Loyal & Satisfied
ORD1424,CUST275,Fashion,UPI,2450.39,50,5,7.0,4.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,1225.2,High Risk Transaction
ORD1425,CUST303,Fashion,CREDIT CARD,544.08,5,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,516.88,Standard Order
ORD1427,CUST214, Electronics ,UPI,1650.33,50,4,7.0,4.0,Yes,Tier 1,3.0,Severe Delay,Normal Order,825.16,High Risk Transaction
ORD1428,CUST313,Fashion,CREDIT CARD,3596.13,50,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,1798.06,Loyal & Satisfied
ORD1429,CUST218,Home,CREDIT CARD,3017.88,50,4,7.0,3.0,No,Tier 3,3.0,Severe Delay,Normal Order,1508.94,Standard Order
ORD1430,CUST121, Books ,UPI,767.83,50,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,383.92,Standard Order
ORD1431,CUST337,Electronics,COD,684.94,20,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,547.95,Standard Order
ORD1432,CUST257,Beauty,UPI,6197.46,0,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,High Value Order,6197.46,Loyal & Satisfied
ORD1433,CUST137,Home,DEBIT CARD,1323.83,0,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,1323.83,Loyal & Satisfied
ORD1434,CUST329,Fashion,CREDIT CARD,3753.42,15,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,Normal Order,3190.41,Loyal & Satisfied
ORD1436,CUST150,Home,UPI,1744.27,10,5,7.0,2.0,Yes,Tier 3,2.0,Unknown Status,Normal Order,1569.84,Standard Order
ORD1437,CUST281,Fashion,COD,2689.99,20,2,7.0,3.0,No,Tier 1,5.0,Severe Delay,Normal Order,2151.99,Standard Order
ORD1438,CUST107, Books ,DEBIT CARD,4617.42,5,7,7.0,4.0,No,Tier 2,0.0,On-Time,High Value Order,4386.55,Loyal & Satisfied
ORD1439,CUST126,Electronics,CREDIT CARD,817.24,20,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,653.79,Standard Order
ORD1440,CUST126,Books,CREDIT CARD,2136.37,0,5,7.0,1.0,No,Tier 3,2.0,Unknown Status,Normal Order,2136.37,Standard Order
ORD1441,CUST325,Fashion,CREDIT CARD,1360.93,50,6,7.0,2.0,No,Tier 2,1.0,Unknown Status,Normal Order,680.46,Standard Order
ORD1442,CUST120,Beauty,UPI,293.82,15,6,7.0,5.0,Yes,Tier 2,1.0,Unknown Status,Normal Order,249.75,Standard Order
ORD1443,CUST129,Electronics,CREDIT CARD,1956.77,15,7,7.0,5.0,No,Tier 1,0.0,On-Time,Normal Order,1663.25,Loyal & Satisfied
ORD1444,CUST196,Electronics,DEBIT CARD,1957.24,30,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,1370.07,Loyal & Satisfied
ORD1445,CUST127, Home ,UPI,4201.95,10,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,3781.76,Loyal & Satisfied
ORD1446,CUST210,Home,CREDIT CARD,1231.68,15,5,7.0,3.0,Yes,Tier 3,2.0,Unknown Status,Normal Order,1046.93,Standard Order
ORD1447,CUST291,Beauty,CREDIT CARD,592.54,50,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,296.27,Standard Order
ORD1448,CUST324,Electronics,CREDIT CARD,268.38,0,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,268.38,Standard Order
ORD1449,CUST296,Beauty,COD,1005.86,10,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,905.27,Standard Order
ORD1450,CUST160,Home,CREDIT CARD,739.13,5,3,7.0,3.0,No,Tier 1,4.0,Severe Delay,Normal Order,702.17,Standard Order
ORD1451,CUST147,Home,DEBIT CARD,2347.49,50,4,7.0,2.0,No,Tier 2,3.0,Severe Delay,Normal Order,1173.74,Standard Order
ORD1452,CUST246,Electronics,COD,856.06,50,6,7.0,2.0,No,Tier 2,1.0,Unknown Status,Normal Order,428.03,Standard Order
ORD1453,CUST103,Books,DEBIT CARD,4665.99,15,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,High Value Order,3966.09,Loyal & Satisfied
ORD1454,CUST134,Fashion,COD,5117.55,10,2,7.0,5.0,No,Tier 2,5.0,Severe Delay,High Value Order,4605.8,Loyal & Satisfied
ORD1455,CUST291,Home,UPI,1654.97,0,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,1654.97,Loyal & Satisfied
ORD1456,CUST148,Home,UPI,4160.45,30,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2912.31,Loyal & Satisfied
ORD1457,CUST116,Books,CREDIT CARD,2346.02,20,4,7.0,5.0,No,Tier 3,3.0,Severe Delay,Normal Order,1876.82,Loyal & Satisfied
ORD1458,CUST271,Books,CREDIT CARD,1387.33,20,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,1109.86,Loyal & Satisfied
ORD1459,CUST319,Beauty,DEBIT CARD,498.24,0,7,7.0,3.0,No,Tier 1,0.0,On-Time,Normal Order,498.24,Standard Order
ORD1460,CUST257,Beauty,UPI,1120.39,0,4,7.0,4.0,Yes,Tier 3,3.0,Severe Delay,Normal Order,1120.39,Standard Order
ORD1461,CUST320,Fashion,COD,1434.45,20,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,1147.56,Loyal & Satisfied
ORD1462,CUST145,Fashion,CREDIT CARD,3192.23,30,3,7.0,4.0,No,Tier 3,4.0,Severe Delay,Normal Order,2234.56,Loyal & Satisfied
ORD1463,CUST216,Electronics,CREDIT CARD,1184.74,10,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,1066.27,Standard Order
ORD1464,CUST105,Beauty,UPI,3619.4,20,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,2895.52,Loyal & Satisfied
ORD1465,CUST198,Home,CREDIT CARD,1882.89,0,7,7.0,5.0,No,Tier 3,0.0,On-Time,Normal Order,1882.89,Loyal & Satisfied
ORD1466,CUST223, Beauty ,COD,421.01,15,3,7.0,5.0,Yes,Tier 1,4.0,Severe Delay,Normal Order,357.86,Standard Order
ORD1468,CUST136,Books,UPI,1323.73,30,4,7.0,5.0,No,Tier 2,3.0,Severe Delay,Normal Order,926.61,Loyal & Satisfied
ORD1469,CUST123,Beauty,UPI,946.02,50,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,473.01,Standard Order
ORD1471,CUST340,Fashion,CREDIT CARD,372.94,15,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,317.0,Standard Order
ORD1472,CUST145,Fashion,COD,1718.12,15,7,7.0,5.0,No,Tier 1,0.0,On-Time,Normal Order,1460.4,Loyal & Satisfied
ORD1473,CUST280,Electronics,UPI,1234.44,50,2,7.0,2.0,No,Tier 3,5.0,Severe Delay,Normal Order,617.22,Standard Order
ORD1474,CUST194,Beauty,COD,983.02,0,3,7.0,1.0,No,Tier 3,4.0,Severe Delay,Normal Order,983.02,Standard Order
ORD1475,CUST198,Books,CREDIT CARD,4787.05,20,5,7.0,3.0,No,Tier 3,2.0,Unknown Status,High Value Order,3829.64,Standard Order
ORD1476,CUST287,Home,UPI,1308.91,10,2,7.0,5.0,No,Tier 2,5.0,Severe Delay,Normal Order,1178.02,Standard Order
ORD1477,CUST324,Fashion,UPI,571.0,30,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,399.7,Standard Order
ORD1478,CUST215,Fashion,CREDIT CARD,1121.4,50,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,560.7,Standard Order
ORD1479,CUST290,Home,CREDIT CARD,3977.15,30,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,2784.0,Loyal & Satisfied
ORD1480,CUST312,Books,DEBIT CARD,490.55,15,7,7.0,5.0,Yes,Tier 1,0.0,On-Time,Normal Order,416.97,Standard Order
ORD1481,CUST259,Books,DEBIT CARD,561.12,20,4,7.0,5.0,No,Tier 3,3.0,Severe Delay,Normal Order,448.9,Standard Order
ORD1482,CUST314,Beauty,COD,219.67,30,6,7.0,4.0,Yes,Tier 3,1.0,Unknown Status,Normal Order,153.77,High Risk Transaction
ORD1484,CUST166,Electronics,CREDIT CARD,2852.58,15,2,7.0,3.0,No,Tier 1,5.0,Severe Delay,Normal Order,2424.69,Standard Order
ORD1485,CUST227,Fashion,UPI,2175.84,10,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,1958.26,Loyal & Satisfied
ORD1486,CUST117,Beauty,UPI,857.85,20,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,686.28,Standard Order
ORD1487,CUST124,Books,UPI,1997.54,30,7,7.0,4.0,No,Tier 3,0.0,On-Time,Normal Order,1398.28,Loyal & Satisfied
ORD1488,CUST333,Home,UPI,954.3,5,7,7.0,5.0,No,Tier 3,0.0,On-Time,Normal Order,906.58,Standard Order
ORD1489,CUST322,Books,UPI,4783.12,30,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,High Value Order,3348.18,Loyal & Satisfied
ORD1490,CUST153,Fashion,UPI,5319.27,20,4,7.0,3.0,No,Tier 2,3.0,Severe Delay,High Value Order,4255.42,Standard Order
ORD1491,CUST157,Books,COD,948.33,30,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,663.83,Standard Order
ORD1492,CUST166,Electronics,UPI,3088.5,50,6,7.0,1.0,No,Tier 2,1.0,Unknown Status,Normal Order,1544.25,Standard Order
ORD1493,CUST203,Fashion,UPI,2424.8,30,6,7.0,5.0,No,Tier 1,1.0,Unknown Status,Normal Order,1697.36,Loyal & Satisfied
ORD1494,CUST273,Home,UPI,756.6,0,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,756.6,Standard Order
ORD1495,CUST123,Electronics,COD,596.03,30,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,417.22,Standard Order
ORD1496,CUST213,Fashion,CREDIT CARD,1119.38,30,2,7.0,4.0,Yes,Tier 1,5.0,Severe Delay,Normal Order,783.57,High Risk Transaction
ORD1497,CUST131,Home,UPI,2480.42,10,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,2232.38,Loyal & Satisfied
ORD1498,CUST274, Electronics ,CREDIT CARD,5034.62,5,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,High Value Order,4782.89,Loyal & Satisfied
ORD1499,CUST185,Electronics,UPI,2363.21,10,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,2126.89,Loyal & Satisfied
ORD1500,CUST250,Fashion,COD,3098.68,10,7,7.0,5.0,No,Tier 1,0.0,On-Time,Normal Order,2788.81,Loyal & Satisfied
ORD1501,CUST293,Beauty,COD,1585.97,15,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,1348.07,Loyal & Satisfied
ORD1503,CUST254,Electronics,UPI,2501.64,10,5,7.0,3.0,No,Tier 3,2.0,Unknown Status,Normal Order,2251.48,Standard Order
ORD1504,CUST333,Home,DEBIT CARD,909.78,50,7,7.0,4.0,Yes,Tier 3,0.0,On-Time,Normal Order,454.89,High Risk Transaction
ORD1505,CUST229,Books,CREDIT CARD,1404.41,20,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,Normal Order,1123.53,Loyal & Satisfied
ORD1506,CUST317,Fashion,CREDIT CARD,2650.24,50,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,1325.12,Loyal & Satisfied
ORD1507,CUST116,Fashion,CREDIT CARD,270.73,20,2,7.0,2.0,No,Tier 1,5.0,Severe Delay,Normal Order,216.58,Standard Order
ORD1508,CUST203,Beauty,CREDIT CARD,2676.01,30,7,7.0,4.0,No,Tier 2,0.0,On-Time,Normal Order,1873.21,Loyal & Satisfied
ORD1509,CUST260,Beauty,UPI,493.82,15,3,7.0,2.0,No,Tier 3,4.0,Severe Delay,Normal Order,419.75,Standard Order
ORD1510,CUST236,Fashion,UPI,1284.43,0,4,7.0,3.0,No,Tier 3,3.0,Severe Delay,Normal Order,1284.43,Standard Order
ORD1511,CUST142,Beauty,COD,2677.54,50,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,1338.77,Loyal & Satisfied
ORD1512,CUST345,Home,UPI,639.18,0,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,639.18,Standard Order
ORD1514,CUST138,Beauty,UPI,973.17,30,6,7.0,4.0,No,Tier 2,1.0,Unknown Status,Normal Order,681.22,Standard Order
ORD1517,CUST346,Electronics,UPI,3674.77,15,4,7.0,3.0,No,Tier 2,3.0,Severe Delay,Normal Order,3123.55,Standard Order
ORD1518,CUST125, Fashion ,UPI,450.51,50,2,7.0,5.0,No,Tier 2,5.0,Severe Delay,Normal Order,225.26,Standard Order
ORD1519,CUST198,Electronics,DEBIT CARD,7120.77,50,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,High Value Order,3560.38,Loyal & Satisfied
ORD1520,CUST149,Beauty,CREDIT CARD,4846.55,30,2,7.0,5.0,No,Tier 1,5.0,Severe Delay,High Value Order,3392.58,Loyal & Satisfied
ORD1521,CUST252,Electronics,CREDIT CARD,1223.83,15,7,7.0,5.0,No,Tier 3,0.0,On-Time,Normal Order,1040.26,Standard Order
ORD1522,CUST251, Fashion ,CREDIT CARD,1278.38,20,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,1022.7,Standard Order
ORD1523,CUST112,Books,UPI,1185.37,20,4,7.0,3.0,No,Tier 3,3.0,Severe Delay,Normal Order,948.3,Standard Order
ORD1524,CUST159,Beauty,CREDIT CARD,1713.61,50,2,7.0,5.0,No,Tier 3,5.0,Severe Delay,Normal Order,856.8,Loyal & Satisfied
ORD1525,CUST349,Fashion,UPI,342.66,5,5,7.0,4.0,No,Tier 1,2.0,Unknown Status,Normal Order,325.53,Standard Order
ORD1526,CUST234,Beauty,UPI,249.74,5,7,7.0,5.0,Yes,Tier 1,0.0,On-Time,Normal Order,237.25,Standard Order
ORD1527,CUST156, Home ,UPI,289.15,0,7,7.0,4.0,Yes,Tier 2,0.0,On-Time,Normal Order,289.15,Standard Order
ORD1529,CUST272,Home,CREDIT CARD,683.51,15,7,7.0,4.0,No,Tier 3,0.0,On-Time,Normal Order,580.98,Standard Order
ORD1530,CUST119,Fashion,UPI,1659.45,20,5,7.0,4.0,No,Tier 2,2.0,Unknown Status,Normal Order,1327.56,Loyal & Satisfied
ORD1531,CUST164,Books,DEBIT CARD,7527.78,0,2,7.0,4.0,No,Tier 3,5.0,Severe Delay,High Value Order,7527.78,Loyal & Satisfied
ORD1532,CUST107,Beauty,UPI,932.43,30,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,652.7,Standard Order
ORD1534,CUST243, Beauty ,UPI,1005.76,0,7,7.0,5.0,No,Tier 2,0.0,On-Time,Normal Order,1005.76,Standard Order
ORD1535,CUST241,Fashion,DEBIT CARD,3018.64,0,5,7.0,2.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,3018.64,Standard Order
ORD1536,CUST303,Beauty,UPI,3687.8,50,6,7.0,5.0,No,Tier 2,1.0,Unknown Status,Normal Order,1843.9,Loyal & Satisfied
ORD1537,CUST214,Electronics,COD,3347.7,20,6,7.0,5.0,No,Tier 3,1.0,Unknown Status,Normal Order,2678.16,Loyal & Satisfied
ORD1538,CUST314,Fashion,CREDIT CARD,5696.12,0,7,7.0,5.0,No,Tier 1,0.0,On-Time,High Value Order,5696.12,Loyal & Satisfied
ORD1539,CUST242,Beauty,UPI,241.86,5,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,229.77,Standard Order
ORD1540,CUST191,Books,DEBIT CARD,2947.15,5,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2799.79,Loyal & Satisfied
ORD1541,CUST197,Fashion,CREDIT CARD,2290.11,10,7,7.0,3.0,No,Tier 1,0.0,On-Time,Normal Order,2061.1,Standard Order
ORD1542,CUST165,Fashion,UPI,589.51,20,3,7.0,1.0,Yes,Tier 3,4.0,Severe Delay,Normal Order,471.61,Standard Order
ORD1543,CUST131,Books,DEBIT CARD,4896.3,50,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,High Value Order,2448.15,Loyal & Satisfied
ORD1544,CUST314,Home,UPI,440.57,30,6,7.0,1.0,No,Tier 2,1.0,Unknown Status,Normal Order,308.4,Standard Order
ORD1545,CUST290,Electronics,CREDIT CARD,1907.04,10,7,7.0,4.0,No,Tier 3,0.0,On-Time,Normal Order,1716.34,Loyal & Satisfied
ORD1546,CUST185,Home,CREDIT CARD,582.13,5,5,7.0,3.0,No,Tier 2,2.0,Unknown Status,Normal Order,553.02,Standard Order
ORD1547,CUST150,Beauty,UPI,1046.82,50,3,7.0,5.0,No,Tier 1,4.0,Severe Delay,Normal Order,523.41,Standard Order
ORD1548,CUST252,Books,COD,2104.95,10,7,7.0,5.0,Yes,Tier 1,0.0,On-Time,Normal Order,1894.46,Standard Order
ORD1549,CUST285,Home,CREDIT CARD,1442.85,20,2,7.0,3.0,No,Tier 3,5.0,Severe Delay,Normal Order,1154.28,Standard Order
ORD1550,CUST162,Fashion,UPI,1036.62,50,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,518.31,Standard Order
ORD1551,CUST289,Beauty,DEBIT CARD,792.54,20,7,7.0,1.0,No,Tier 2,0.0,On-Time,Normal Order,634.03,Standard Order
ORD1552,CUST224,Beauty,CREDIT CARD,2945.68,0,2,7.0,4.0,Yes,Tier 2,5.0,Severe Delay,Normal Order,2945.68,Standard Order
ORD1553,CUST249, Home ,DEBIT CARD,432.9,15,3,7.0,1.0,No,Tier 2,4.0,Severe Delay,Normal Order,367.96,Standard Order
ORD1554,CUST157, Home ,CREDIT CARD,1043.45,0,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,1043.45,Standard Order
ORD1555,CUST157,Books,UPI,3711.33,20,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,2969.06,Loyal & Satisfied
ORD1556,CUST185,Electronics,UPI,3004.74,50,3,7.0,3.0,No,Tier 1,4.0,Severe Delay,Normal Order,1502.37,Standard Order
ORD1557,CUST148,Home,CREDIT CARD,968.59,5,3,7.0,3.0,No,Tier 2,4.0,Severe Delay,Normal Order,920.16,Standard Order
ORD1558,CUST279,Home,UPI,2360.23,30,2,7.0,5.0,No,Tier 2,5.0,Severe Delay,Normal Order,1652.16,Loyal & Satisfied
ORD1559,CUST269,Fashion,UPI,2798.77,5,6,7.0,3.0,No,Tier 2,1.0,Unknown Status,Normal Order,2658.83,Standard Order
ORD1560,CUST169,Beauty,COD,3495.82,50,3,7.0,5.0,No,Tier 2,4.0,Severe Delay,Normal Order,1747.91,Loyal & Satisfied
ORD1561,CUST114, Electronics ,DEBIT CARD,1379.56,0,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,1379.56,Loyal & Satisfied
ORD1562,CUST153,Fashion,DEBIT CARD,543.1,30,4,7.0,4.0,No,Tier 3,3.0,Severe Delay,Normal Order,380.17,Standard Order
ORD1563,CUST334,Books,CREDIT CARD,642.18,50,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,321.09,Standard Order
ORD1564,CUST287,Books,CREDIT CARD,725.81,20,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,580.65,Standard Order
ORD1565,CUST200,Home,CREDIT CARD,1551.37,5,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,1473.8,Loyal & Satisfied
ORD1566,CUST324, Home ,UPI,250.04,20,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,Normal Order,200.03,Standard Order
ORD1567,CUST107,Books,COD,1716.08,30,6,7.0,3.0,No,Tier 3,1.0,Unknown Status,Normal Order,1201.26,Standard Order
ORD1568,CUST152,Home,UPI,879.67,30,5,7.0,1.0,No,Tier 1,2.0,Unknown Status,Normal Order,615.77,Standard Order
ORD1569,CUST159,Electronics,CREDIT CARD,724.85,5,3,7.0,4.0,No,Tier 2,4.0,Severe Delay,Normal Order,688.61,Standard Order
ORD1570,CUST335,Home,UPI,3374.12,20,5,7.0,4.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,2699.3,Standard Order
ORD1571,CUST207,Beauty,COD,1124.29,10,2,7.0,2.0,Yes,Tier 1,5.0,Severe Delay,Normal Order,1011.86,Standard Order
ORD1572,CUST104,Home,DEBIT CARD,349.82,20,5,7.0,5.0,No,Tier 2,2.0,Unknown Status,Normal Order,279.86,Standard Order
ORD1573,CUST202,Fashion,COD,2829.5,30,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,1980.65,Loyal & Satisfied
ORD1574,CUST295,Electronics,CREDIT CARD,273.22,20,7,7.0,3.0,No,Tier 2,0.0,On-Time,Normal Order,218.58,Standard Order
ORD1575,CUST105,Fashion,CREDIT CARD,2146.05,50,3,7.0,5.0,No,Tier 1,4.0,Severe Delay,Normal Order,1073.03,Loyal & Satisfied
ORD1577,CUST323,Beauty,DEBIT CARD,852.19,10,2,7.0,4.0,No,Tier 2,5.0,Severe Delay,Normal Order,766.97,Standard Order
ORD1578,CUST215,Electronics,UPI,2812.64,15,7,7.0,3.0,No,Tier 1,0.0,On-Time,Normal Order,2390.74,Standard Order
ORD1579,CUST193, Electronics ,DEBIT CARD,1287.45,50,3,7.0,4.0,No,Tier 1,4.0,Severe Delay,Normal Order,643.72,Standard Order
ORD1580,CUST146,Electronics,COD,1133.46,0,2,7.0,3.0,No,Tier 1,5.0,Severe Delay,Normal Order,1133.46,Standard Order
ORD1581,CUST198,Electronics,DEBIT CARD,269.7,15,6,7.0,4.0,No,Tier 1,1.0,Unknown Status,Normal Order,229.24,Standard Order
ORD1582,CUST154,Electronics,DEBIT CARD,713.8,5,4,7.0,5.0,No,Tier 1,3.0,Severe Delay,Normal Order,678.11,Standard Order
ORD1583,CUST267,Beauty,UPI,4210.69,15,6,7.0,3.0,Yes,Tier 2,1.0,Unknown Status,Normal Order,3579.09,Standard Order
ORD1584,CUST151,Home,UPI,945.94,50,4,7.0,4.0,Yes,Tier 1,3.0,Severe Delay,Normal Order,472.97,High Risk Transaction
ORD1585,CUST243,Fashion,UPI,1386.8,20,5,7.0,4.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,1109.44,Standard Order
ORD1586,CUST112,Electronics,COD,1339.0,50,3,7.0,2.0,No,Tier 2,4.0,Severe Delay,Normal Order,669.5,Standard Order
ORD1587,CUST213,Home,COD,1538.98,15,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,1308.13,Loyal & Satisfied
ORD1588,CUST223,Home,COD,294.94,30,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,206.46,Standard Order
ORD1589,CUST205,Fashion,CREDIT CARD,874.54,0,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,874.54,Standard Order
ORD1590,CUST257,Beauty,DEBIT CARD,2126.3,0,4,7.0,4.0,No,Tier 1,3.0,Severe Delay,Normal Order,2126.3,Loyal & Satisfied
ORD1591,CUST246,Books,COD,535.77,15,7,7.0,4.0,No,Tier 1,0.0,On-Time,Normal Order,455.4,Standard Order
ORD1592,CUST244,Books,DEBIT CARD,541.44,0,2,7.0,2.0,No,Tier 1,5.0,Severe Delay,Normal Order,541.44,Standard Order
ORD1593,CUST219,Home,COD,215.21,30,3,7.0,4.0,Yes,Tier 2,4.0,Severe Delay,Normal Order,150.65,High Risk Transaction
ORD1594,CUST162,Fashion,COD,1063.0,50,5,7.0,4.0,No,Tier 3,2.0,Unknown Status,Normal Order,531.5,Standard Order
ORD1595,CUST118,Books,UPI,3414.97,0,5,7.0,5.0,No,Tier 1,2.0,Unknown Status,Normal Order,3414.97,Loyal & Satisfied
ORD1596,CUST191,Home,UPI,279.94,15,6,7.0,5.0,Yes,Tier 1,1.0,Unknown Status,Normal Order,237.95,Standard Order
ORD1597,CUST157,Beauty,CREDIT CARD,518.15,10,4,7.0,4.0,No,Tier 2,3.0,Severe Delay,Normal Order,466.34,Standard Order
ORD1598,CUST282,Books,UPI,756.78,10,4,7.0,2.0,No,Tier 2,3.0,Severe Delay,Normal Order,681.1,Standard Order
ORD1599,CUST189,Home,DEBIT CARD,2173.61,5,4,7.0,3.0,No,Tier 3,3.0,Severe Delay,Normal Order,2064.93,Standard Order
ORD1600,CUST328,Home,COD,1735.13,0,5,7.0,3.0,Yes,Tier 1,2.0,Unknown Status,Normal Order,1735.13,Standard Order
ORD1601,CUST317,Electronics,CREDIT CARD,1006.64,50,6,7.0,2.0,Yes,Tier 3,1.0,Unknown Status,Normal Order,503.32,High Risk Transaction
ORD1602,CUST216,Beauty,CREDIT CARD,2334.87,15,2,7.0,4.0,No,Tier 1,5.0,Severe Delay,Normal Order,1984.64,Loyal & Satisfied
ORD1603,CUST161,Electronics,DEBIT CARD,1610.99,0,7,7.0,3.0,Yes,Tier 1,0.0,On-Time,Normal Order,1610.99,Standard Order
